"","Key","Value","freq"
"105591","a young adult","novel",4
"118782","a young age","and",4
"129379","a young boy","who",4
"46077","a young girl","who",7
"101909","a young guy","who",4
"12915","a young man","who",16
"19495","a young woman","who",12
"93721","a youtube video","of",5
"93234","a z i","n",5
"123128","ø i don't","know",4
"80382","aaa wright express","and",5
"35610","abc's good morning","america",8
"46536","ability to be","a",7
"77871","ability to communicate","with",5
"35108","ability to do","that",8
"120014","ability to get","to",4
"109435","ability to make","a",4
"102384","ability to move","and",4
"127970","ability to tell","a",4
"51816","ability to work","with",7
"110623","able to access","the",4
"102260","able to adapt","to",4
"43366","able to afford","to",7
"113220","able to at","least",4
"52929","able to attend","the",7
"48318","able to be","a",7
"127554","able to build","a",4
"61925","able to buy","a",6
"54524","able to catch","up",6
"49462","able to come","up",7
"119350","able to comment","on",4
"56025","able to communicate","with",6
"97271","able to concentrate","on",4
"92898","able to connect","with",5
"58800","able to continue","to",6
"21116","able to cope","with",12
"32423","able to create","a",9
"52687","able to deal","with",7
"123791","able to determine","that",4
"5771","able to do","it",25
"57733","able to enjoy","the",6
"118304","able to explain","to",4
"81631","able to fall","asleep",5
"38414","able to figure","out",8
"7971","able to find","a",21
"56219","able to focus","on",6
"113213","able to follow","the",4
"2400","able to get","a",42
"58776","able to give","a",6
"12825","able to go","to",16
"31282","able to handle","it",9
"17419","able to have","a",13
"48738","able to help","you",7
"120669","able to hit","the",4
"141821","able to hold","her",4
"113670","able to increase","the",4
"79922","able to join","us",5
"15406","able to keep","up",14
"39647","able to leave","the",8
"33016","able to listen","to",9
"121911","able to live","with",4
"25804","able to look","at",10
"136426","able to maintain","a",4
"3113","able to make","it",36
"44828","able to move","forward",7
"76443","able to open","the",5
"21745","able to participate","in",11
"63403","able to pay","for",6
"20644","able to pick","up",12
"116109","able to piece","together",4
"118145","able to play","the",4
"141711","able to produce","a",4
"82027","able to provide","for",5
"105184","able to pull","it",4
"46620","able to put","together",7
"50665","able to reach","a",7
"67302","able to read","it",6
"134799","able to recover","from",4
"102258","able to relate","to",4
"138108","able to resist","the",4
"127657","able to respond","to",4
"135948","able to return","to",4
"30820","able to say","that",9
"4385","able to see","the",30
"72511","able to share","this",5
"119879","able to show","you",4
"89336","able to sleep","in",5
"111642","able to speak","to",4
"76339","able to spend","the",5
"129146","able to stand","up",4
"72234","able to start","a",5
"29854","able to stay","in",9
"133072","able to stop","thinking",4
"19338","able to take","a",12
"17669","able to talk","to",13
"51091","able to tell","you",7
"68936","able to think","of",6
"129065","able to track","down",4
"47354","able to understand","the",7
"14509","able to use","the",15
"116640","able to visit","the",4
"124748","able to walk","on",4
"25682","able to watch","the",10
"45436","able to win","the",7
"86969","able to withstand","the",5
"23833","able to work","with",11
"44202","ablin chief investment","officer",7
"136632","abortions and sterilizations","in",4
"119372","about a boy","and",4
"70794","about a bunch","of",5
"32561","about a couple","of",9
"97403","about a cup","of",4
"15812","about a decade","ago",14
"90078","about a dozen","people",5
"52408","about a few","things",7
"68316","about a fifth","of",6
"35091","about a girl","who",8
"49273","about a group","of",7
"131182","about a guy","who",4
"8151","about a half","hour",21
"119212","about a hour","drive",4
"89200","about a lack","of",5
"15281","about a lot","of",14
"29525","about a man","who",9
"64475","about a mile","and",6
"50560","about a minute","drive",7
"3176","about a month","ago",36
"44901","about a person's","legal",7
"7834","about a quarter","of",21
"98631","about a square","foot",4
"3399","about a third","of",35
"9933","about a week","ago",18
"67353","about a woman","who",6
"3491","about a year","ago",34
"47894","about all i","can",7
"6654","about all of","the",23
"65741","about all sorts","of",6
"26678","about all the","things",10
"9324","about an hour","and",19
"93867","about an inch","of",5
"51232","about any of","the",7
"130621","about anything else","you",4
"87321","about as close","to",5
"59448","about as far","as",6
"40489","about as good","as",8
"59093","about as much","as",6
"127420","about being a","parent",4
"12908","about being able","to",16
"46781","about being in","the",7
"61988","about being part","of",6
"131218","about being there","when",4
"45040","about billion a","year",7
"106998","about billion worth","of",4
"129595","about cents per","share",4
"76087","about cup of","the",5
"113383","about each of","the",4
"79062","about eight years","ago",5
"91629","about europe's debt","crisis",5
"65866","about feet from","the",6
"143681","about five miles","from",4
"30882","about five or","six",9
"13910","about five years","ago",15
"113555","about foot and","pounds",4
"42754","about four or","five",7
"66659","about four years","ago",6
"102433","about full and","part",4
"107174","about getting back","to",4
"57790","about going to","a",6
"55455","about half a","mile",6
"8155","about half an","hour",21
"3643","about half of","the",33
"48717","about half way","through",7
"88991","about her life","and",5
"37166","about his ability","to",8
"44765","about his love","of",7
"70522","about his or","her",5
"83833","about his relationship","with",5
"87098","about his role","in",5
"44519","about hours a","week",7
"78461","about how best","to",5
"91346","about how he","had",5
"30686","about how i","would",9
"140682","about how important","it",4
"63863","about how long","it",6
"15207","about how much","i",14
"91328","about how the","new",5
"63140","about how they","are",6
"15952","about how to","get",14
"62130","about how we","can",6
"94647","about how you","can",5
"142868","about human nature","and",4
"71246","about inches long","and",5
"115778","about it a","bit",4
"64577","about it all","the",6
"15214","about it and","i",14
"32634","about it at","all",9
"22750","about it because","i",11
"143247","about it being","too",4
"34603","about it but","i",9
"13684","about it for","a",15
"11575","about it he","said",17
"78966","about it i","m",5
"37739","about it if","you",8
"10411","about it in","the",18
"9605","about it is","that",19
"57933","about it now","but",6
"41183","about it on","the",8
"136778","about it she","said",4
"63463","about it so","much",6
"25405","about it the","more",10
"73737","about it was","the",5
"75565","about it when","it",5
"105607","about it with","a",4
"130548","about learning how","to",4
"108707","about life in","the",4
"104952","about living in","the",4
"74397","about many of","the",5
"26447","about me and","my",10
"107489","about members of","the",4
"40642","about miles east","of",8
"37764","about miles from","the",8
"19125","about miles north","of",12
"50185","about miles northeast","of",7
"46964","about miles northwest","of",7
"92470","about miles off","the",5
"8631","about miles south","of",20
"46922","about miles southeast","of",7
"59213","about miles southwest","of",6
"42781","about miles to","the",7
"43258","about miles west","of",7
"7498","about million a","year",22
"109684","about million from","the",4
"135929","about million in","revenue",4
"113030","about million of","the",4
"58793","about minutes and","then",6
"112582","about minutes depending","on",4
"111245","about minutes in","the",4
"75055","about minutes into","the",5
"136661","about minutes on","each",4
"3199","about minutes or","until",36
"50540","about minutes per","side",7
"143640","about minutes stirring","occasionally",4
"59725","about minutes until","the",6
"73569","about more than","the",5
"112052","about my family","and",4
"75426","about nine months","ago",5
"35413","about not being","able",8
"121954","about not wanting","to",4
"68479","about of the","way",6
"47465","about once a","week",7
"133259","about one fourth","of",4
"34032","about one of","the",9
"11453","about one third","of",17
"123508","about people who","are",4
"663","about percent of","the",82
"112335","about plans for","the",4
"116988","about seven years","ago",4
"84606","about six years","ago",5
"81711","about so many","things",5
"4596","about some of","the",29
"52412","about square feet","of",7
"53224","about that but","i",7
"141173","about that for","a",4
"46207","about that he","said",7
"74341","about that in","a",5
"134533","about the amount","of",4
"70148","about the appearance","of",5
"18157","about the benefits","of",13
"84829","about the best","way",5
"47563","about the birth","of",7
"73519","about the blazers","the",5
"134309","about the book","is",4
"61230","about the business","of",6
"83129","about the case","and",5
"141482","about the concept","of",4
"30823","about the cost","of",9
"83296","about the costs","of",5
"140177","about the current","state",4
"6792","about the dangers","of",23
"12770","about the death","of",16
"28696","about the details","of",10
"85852","about the difference","between",5
"70755","about the differences","between",5
"131119","about the difficulty","of",4
"60182","about the economy","and",6
"64434","about the effect","of",6
"70318","about the effects","of",5
"9616","about the end","of",19
"139373","about the evils","of",4
"88327","about the existence","of",5
"55173","about the extent","of",6
"2405","about the fact","that",42
"3137","about the future","of",36
"79423","about the health","of",5
"8026","about the history","of",21
"143467","about the horrors","of",4
"18893","about the idea","of",12
"14670","about the impact","of",15
"2390","about the importance","of",42
"62655","about the issue","of",6
"120686","about the issues","of",4
"15144","about the kind","of",14
"10183","about the lack","of",18
"78884","about the last","time",5
"97281","about the level","of",4
"64605","about the life","of",6
"131655","about the limits","of",4
"43971","about the lives","of",7
"139313","about the loss","of",4
"77341","about the meaning","of",5
"108614","about the mechanics","of",4
"94121","about the merits","of",5
"45647","about the money","and",7
"143363","about the name","of",4
"96457","about the national","debt",4
"12822","about the nature","of",16
"56017","about the need","for",6
"31358","about the number","of",9
"28476","about the only","thing",10
"48004","about the origin","of",7
"15905","about the people","who",14
"50861","about the plight","of",7
"8590","about the possibility","of",20
"112260","about the potential","for",4
"31822","about the power","of",9
"26228","about the process","of",10
"109158","about the propriety","of",4
"19880","about the prospect","of",12
"30774","about the quality","of",9
"139175","about the range","of",4
"38853","about the relationship","between",8
"96848","about the release","of",4
"10878","about the rest","of",17
"141699","about the risk","of",4
"136011","about the risks","of",4
"27221","about the role","of",10
"9454","about the same","time",19
"101581","about the science","of",4
"136845","about the search","for",4
"96824","about the significance","of",4
"57902","about the situation","in",6
"2720","about the size","of",39
"107079","about the so","called",4
"128877","about the sort","of",4
"5004","about the state","of",28
"108648","about the status","of",4
"20916","about the things","that",12
"53955","about the time","the",6
"109500","about the type","of",4
"28813","about the use","of",10
"27293","about the value","of",10
"73062","about the way","i",5
"135521","about the ways","in",4
"77680","about the weather","and",5
"14422","about the whole","thing",15
"64578","about the world","of",6
"89881","about their immigration","status",5
"119386","about their jobs","and",4
"134613","about them as","a",4
"132565","about these things","and",4
"54278","about things that","are",6
"134871","about this and","that",4
"29444","about this book","is",9
"86221","about this but","i",5
"44369","about this for","a",7
"132221","about this giveaway","and",4
"76977","about this in","the",5
"35326","about this is","that",8
"83485","about this kind","of",5
"142659","about this time","of",4
"112271","about this when","i",4
"136611","about three fourths","of",4
"131790","about three hours","and",4
"35728","about three quarters","of",8
"35435","about three weeks","ago",8
"20842","about three years","ago",12
"55546","about times a","day",6
"70065","about to be","a",5
"126738","about to become","the",4
"95521","about to call","it",5
"96448","about to do","something",4
"81237","about to embark","on",5
"127727","about to find","out",4
"51365","about to get","a",7
"78747","about to give","up",5
"9908","about to go","to",18
"80540","about to happen","and",5
"19657","about to have","a",12
"23802","about to head","to",11
"51904","about to hit","the",7
"34170","about to make","a",9
"100859","about to see","is",4
"74266","about to sit","down",5
"80887","about to start","the",5
"17239","about to take","a",13
"132580","about to tell","you",4
"60029","about to watch","the",6
"100146","about to wrap","up",4
"52659","about trying to","make",7
"112579","about twice the","size",4
"43959","about two hours","later",7
"55618","about two months","ago",6
"8580","about two thirds","of",20
"25474","about two weeks","ago",10
"12102","about two years","ago",16
"143002","about waiting for","the",4
"15232","about what's going","on",14
"126631","about what a","great",4
"83492","about what could","have",5
"59058","about what goes","on",6
"74015","about what had","happened",5
"72274","about what happened","to",5
"124968","about what happens","when",4
"112044","about what he","was",4
"53422","about what i","m",7
"29698","about what is","going",9
"18212","about what it","means",13
"14476","about what kind","of",15
"82388","about what might","happen",5
"78176","about what needs","to",5
"57329","about what other","people",6
"63217","about what s","going",6
"44218","about what they","are",7
"6618","about what to","do",23
"71556","about what was","happening",5
"35944","about what we","can",8
"59701","about what you","are",6
"86113","about what you're","doing",5
"99801","about where i","am",4
"139966","about where we","are",4
"6500","about whether or","not",24
"136227","about who they","are",4
"73947","about who we","are",5
"76626","about who you","are",5
"104385","about why it","is",4
"84147","about world war","ii",5
"138537","about yards from","the",4
"22160","about years ago","and",11
"36601","about years old","and",8
"87721","about you and","your",5
"7073","about you but","i",23
"44251","about yourself and","your",7
"135778","above and below","the",4
"48850","above and beyond","the",7
"63999","above and in","item",6
"111294","above for the","first",4
"131530","above not on","things",4
"92602","above the national","average",5
"39863","abraham lincoln vampire","hunter",8
"128593","absolutely no idea","what",4
"51751","absolutely nothing to","do",7
"136714","absolutely nothing wrong","with",4
"113771","academy at west","point",4
"46291","academy award for","best",7
"107896","academy of academic","success",4
"35172","academy of motion","picture",8
"104464","accept it as","a",4
"97314","accept or reject","the",4
"112061","accept that you","re",4
"14814","accept the fact","that",14
"10882","accepted and allowed","myself",17
"133557","accepted the fact","that",4
"87362","access to all","the",5
"23045","access to health","care",11
"68863","access to healthy","food",6
"20931","access to the","internet",12
"71385","accompanied by an","adult",5
"104345","accompany him to","the",4
"70123","accordance with the","federal",5
"859","according to a","report",72
"116733","according to aaa","wright",4
"30480","according to an","agreement",9
"97585","according to autodata","corp",4
"64866","according to calculations","by",6
"124751","according to charging","documents",4
"3262","according to court","documents",35
"22062","according to data","from",11
"109794","according to documents","obtained",4
"134987","according to estimates","from",4
"42226","according to figures","from",8
"84782","according to his","purpose",5
"41735","according to its","website",8
"100720","according to law","enforcement",4
"126059","according to local","legend",4
"132717","according to maricopa","county",4
"112927","according to market","research",4
"114017","according to media","reports",4
"62223","according to new","data",6
"81818","according to news","reports",5
"92552","according to nielsen","soundscan",5
"56895","according to one","of",6
"74147","according to online","court",5
"20477","according to package","directions",12
"13767","according to people","familiar",15
"24170","according to police","reports",11
"72401","according to preliminary","calculations",5
"52643","according to public","records",7
"93054","according to real","estate",5
"115481","according to research","firm",4
"134921","according to someone","informed",4
"54143","according to state","police",6
"91901","according to stats","llc",5
"863","according to the","report",72
"57799","according to their","website",6
"109854","according to those","who",4
"132131","account for about","percent",4
"141249","account for more","than",4
"26362","account for percent","of",10
"56626","account has been","hacked",6
"101834","account has followers","with",4
"128832","account of what","happened",4
"108529","accountable for their","actions",4
"20556","accounted for percent","of",12
"69144","accounts for about","percent",6
"106068","accounts for of","the",4
"20304","accounts for percent","of",12
"81025","accuracy by for","seconds",5
"66226","accuracy proc rate","deals",6
"105249","accused me of","being",4
"55643","accused of assaulting","a",6
"99150","accused of being","a",4
"35480","accused of bribery","and",8
"87199","accused of failing","to",5
"139328","accused of manufacture","distribution",4
"124880","accused of running","a",4
"25982","accused of trying","to",10
"108060","accused the police","of",4
"91894","acer iconia tab","a",5
"84734","acknowledged that he","had",5
"96958","across a number","of",4
"129072","across much of","the",4
"60550","across the bottom","of",6
"6592","across the country","and",24
"30674","across the finish","line",9
"73877","across the middle","east",5
"40649","across the nation","and",8
"45356","across the parking","lot",7
"137793","across the pond","to",4
"141856","across the region","and",4
"43617","across the river","from",7
"74887","across the road","to",5
"58188","across the room","and",6
"33361","across the state","and",9
"944","across the street","from",68
"97076","across the surface","of",4
"31652","across the top","of",9
"4454","across the united","states",29
"44833","act but a","habit",7
"138454","act in such","a",4
"58452","act like a","lady",6
"98092","act like it","was",4
"87250","acted in self","defense",5
"97340","acted like he","was",4
"117633","acting director of","the",4
"62787","acting education commissioner","christopher",6
"41538","acting essex county","prosecutor",8
"103370","acting in self","defense",4
"107343","acting on behalf","of",4
"71806","action has been","taken",5
"140293","action on the","merits",4
"43347","actions speak louder","than",7
"136387","active in the","community",4
"55651","active role in","the",6
"125045","active streak in","the",4
"78845","activities national honor","society",5
"71103","actor in a","drama",5
"98490","actor in the","world",4
"143852","actor who plays","the",4
"70719","actress in a","musical",5
"93350","actual conflict of","interest",5
"123983","actually a pretty","good",4
"73772","actually be able","to",5
"104424","actually been in","the",4
"96144","actually i think","it",4
"108249","actually live in","the",4
"43505","actually looking forward","to",7
"130204","actually more of","a",4
"123752","actually one of","the",4
"58705","actually supposed to","be",6
"75119","acutely aware of","the",5
"24127","add a bit","of",11
"64705","add a couple","of",6
"27757","add a few","more",10
"21247","add a little","more",12
"90871","add a pinch","of",5
"75543","add a seattle","tour",5
"134135","add a splash","of",4
"88078","add a touch","of",5
"62556","add about cup","of",6
"138004","add all of","the",4
"97140","add at least","one",4
"25231","add boston add","boston",10
"79352","add eggs one","at",5
"39964","add garlic and","cook",8
"89819","add in all","the",5
"38243","add insult to","injury",8
"13082","add it to","the",16
"47162","add lemon juice","and",7
"64599","add me on","facebook",6
"112995","add olive oil","and",4
"88440","add remaining ingredients","and",5
"22649","add salt and","pepper",11
"17219","add that to","the",13
"104173","add the brown","sugar",4
"26714","add the butter","and",10
"80657","add the chicken","and",5
"125597","add the dry","ingredients",4
"51042","add the eggs","one",7
"26902","add the flour","mixture",10
"34742","add the garlic","and",9
"84692","add the ground","beef",5
"111775","add the half","and",4
"67993","add the mushrooms","and",6
"98240","add the oil","and",4
"125163","add the olive","oil",4
"65944","add the onion","and",6
"59389","add the onions","and",6
"82659","add the remaining","ingredients",5
"23836","add the rest","of",11
"61074","add the sugar","and",6
"81057","add the wine","and",5
"78213","add them to","the",5
"114424","add this to","the",4
"59244","add to that","the",6
"29058","add to the","list",10
"79754","add to this","the",5
"34109","add up to","a",9
"82066","add value to","your",5
"133195","add your name","to",4
"25262","added a bit","of",10
"49675","added a couple","of",7
"118775","added a few","of",4
"38133","added a lot","of",8
"129139","added a run","in",4
"117251","added a strip","of",4
"109247","added a two","run",4
"69264","added an average","of",6
"59987","added an rbi","single",6
"124883","added at the","end",4
"40868","added it to","my",8
"104273","added jobs in","april",4
"56524","added jobs last","month",6
"81994","added points and","eight",5
"100522","added points for","the",4
"99399","added some of","the",4
"71694","added that he","was",5
"61241","added that it","was",6
"135856","added that the","city",4
"76107","added to that","is",5
"113473","added to the","list",4
"112193","added up to","a",4
"89696","addiction and mental","health",5
"88575","adding insult to","injury",5
"101814","adding it to","the",4
"108036","adding me to","your",4
"105900","adding that he","was",4
"105998","adding that it","would",4
"107889","addition to all","the",4
"61143","addition to his","wife",6
"82093","addition to our","family",5
"91126","addition to the","regular",5
"103830","additional information about","the",4
"141079","address and i'll","send",4
"88345","address of each","property",5
"52135","address so i","can",7
"91747","address some of","the",5
"73969","address the issue","of",5
"120953","addresses and phone","numbers",4
"142752","adds up to","a",4
"103142","adhered it to","the",4
"112199","adjust to the","new",4
"55835","adjusted annual rate","of",6
"85221","administrative department of","the",5
"121387","administrative leave with","pay",4
"75184","administrative office of","the",5
"45595","admission is free","and",7
"101686","admit i am","a",4
"73718","admit i don","t",5
"108505","admit i m","not",4
"44991","admit i was","a",7
"94332","admit it but","i",5
"24879","admit that i","was",11
"140414","admit to being","a",4
"117948","admitted that he","had",4
"91381","admitted to police","that",5
"35038","admitted to the","hospital",8
"121969","adults and for","children",4
"38161","advance at the","door",8
"125523","advance to the","final",4
"127344","advanced to the","quarterfinals",4
"126245","advanced to third","on",4
"83594","advancement of colored","people",5
"131569","advances in science","and",4
"138457","advantage in the","first",4
"99247","advantage of the","new",4
"58420","adventures of huckleberry","finn",6
"1937","advertising and linking","to",48
"1919","advertising fees by","advertising",48
"58403","advice do you","have",6
"6377","advice on how","to",24
"34123","advice would you","give",9
"108154","adviser to john","edwards",4
"111556","advisory committee on","immunization",4
"90052","affairs at the","university",5
"85978","affect the rest","of",5
"46598","afford to buy","a",7
"122311","afford to live","in",4
"120222","afford to pay","for",4
"19072","afghan president hamid","karzai",12
"139509","afghanistan and this","is",4
"105224","afghanistan our troops","launched",4
"11885","afraid of the","dark",17
"55378","afraid of virginia","woolf",6
"116614","afraid to go","to",4
"136499","african americans in","the",4
"13781","after a bit","of",15
"4198","after a couple","of",31
"30737","after a day","of",9
"78363","after a decade","of",5
"9143","after a few","minutes",19
"142363","after a first","office",4
"91895","after a five","year",5
"4382","after a long","day",30
"40143","after a loss","to",8
"21224","after a lot","of",12
"57632","after a month","of",6
"18270","after a night","of",13
"61760","after a number","of",6
"78540","after a pair","of",5
"26616","after a period","of",10
"61069","after a scoreless","first",6
"7198","after a series","of",22
"141654","after a string","of",4
"108528","after a tabloid","reported",4
"19612","after a three","year",12
"37549","after a two","year",8
"97688","after a visit","to",4
"7105","after a week","of",22
"114893","after a weekend","of",4
"25492","after a while","i",10
"75700","after a year","and",5
"142340","after about a","week",4
"47109","after about an","hour",7
"42327","after all he","was",8
"115369","after all how","many",4
"40338","after all i","am",8
"14940","after all it","is",14
"29276","after all of","the",10
"112031","after all that","s",4
"117116","after all there","was",4
"5262","after all these","years",27
"100258","after all they","are",4
"36344","after all this","time",8
"90769","after all those","years",5
"54998","after an hour","or",6
"144686","after arriving at","the",4
"132103","after back to","back",4
"44749","after being accused","of",7
"129468","after being charged","with",4
"117641","after being convicted","of",4
"78146","after being diagnosed","with",5
"109812","after being hit","by",4
"105892","after being laid","off",4
"116165","after being off","for",4
"92844","after being released","from",5
"31989","after being shot","in",9
"127765","after coming to","the",4
"104704","after consulting with","his",4
"70545","after doing some","research",5
"117556","after dropping out","of",4
"129225","after earning a","degree",4
"130887","after effects of","the",4
"84825","after five years","of",5
"124557","after four months","of",4
"81985","after four years","of",5
"116545","after giving birth","to",4
"61668","after giving up","a",6
"34016","after he failed","to",9
"20746","after he was","arrested",12
"92954","after his arrest","on",5
"139809","after his playing","days",4
"107403","after i became","a",4
"29809","after i got","home",9
"38752","after i was","done",8
"141504","after it has","been",4
"95018","after it was","over",5
"42820","after just a","few",7
"53300","after learning of","the",7
"53372","after losing the","first",7
"31420","after many years","of",9
"120674","after missing out","on",4
"124786","after months and","months",4
"18885","after more than","years",12
"28807","after my own","heart",10
"107001","after my trip","to",4
"46112","after nearly years","of",7
"39107","after one of","the",8
"46361","after only a","few",7
"13527","after pleading guilty","to",15
"29051","after president barack","obama",10
"73244","after reading this","book",5
"136371","after serving in","the",4
"82865","after seven years","of",5
"141390","after several months","of",4
"33982","after several years","of",9
"97852","after she went","to",4
"109463","after six years","of",4
"25990","after so many","years",10
"121594","after some of","the",4
"114037","after spending most","of",4
"66183","after that i","was",6
"32284","after that it","was",9
"49074","after the all","star",7
"107923","after the beginning","of",4
"21049","after the birth","of",12
"18737","after the civil","war",13
"109820","after the collapse","of",4
"68267","after the company","said",6
"133077","after the completion","of",4
"3145","after the death","of",36
"17502","after the end","of",13
"67237","after the events","of",6
"107169","after the failure","of",4
"84790","after the fall","of",5
"98307","after the fifth","inning",4
"93298","after the financial","crisis",5
"32501","after the first","two",9
"86338","after the game","he",5
"119559","after the incident","the",4
"110732","after the last","two",4
"42746","after the loss","to",7
"52313","after the market","closed",7
"92242","after the new","year",5
"127361","after the november","election",4
"138297","after the obama","administration",4
"64237","after the passage","of",6
"12789","after the release","of",16
"33675","after the san","bruno",9
"35852","after the season","and",8
"43901","after the success","of",7
"113767","after the super","bowl",4
"114938","after the terror","attacks",4
"78507","after the war","he",5
"44684","after the year","old",7
"132346","after they leave","the",4
"92942","after thinking about","it",5
"41205","after three days","of",8
"103135","after three hours","of",4
"26075","after three years","of",10
"23841","after two days","of",11
"128947","after two hours","of",4
"136075","after two months","of",4
"29802","after two years","of",9
"56327","after we got","home",6
"142347","after what seemed","like",4
"136504","after work with","a",4
"4111","after world war","ii",31
"25111","after years in","the",10
"39463","after years of","marriage",8
"78193","after years on","the",5
"53950","after years with","the",6
"6171","again and again","and",24
"140828","again and i","was",4
"115758","again and this","is",4
"141846","again as long","as",4
"112478","again at the","end",4
"116864","again because it","was",4
"35231","again but this","time",8
"56149","again for all","of",6
"114226","again i am","not",4
"78808","again i don","t",5
"40375","again in the","future",8
"124653","again is a","huge",4
"83093","again off again","relationship",5
"35669","again the next","day",8
"113365","again there was","no",4
"71112","again this is","a",5
"55092","again this time","in",6
"104571","again to all","my",4
"45986","against a backdrop","of",7
"70577","against a team","that",5
"56766","against each other","in",6
"120276","against flesh and","blood",4
"66335","against him in","the",6
"72201","against his former","team",5
"139268","against left handed","pitchers",4
"130617","against north carolina","state",4
"28818","against one of","the",10
"27341","against president barack","obama",10
"63003","against president bashar","assad",6
"93762","against real salt","lake",5
"82150","against some of","the",5
"15899","against the backdrop","of",14
"96519","against the background","of",4
"74320","against the blue","jays",5
"120224","against the cleveland","browns",4
"135576","against the death","penalty",4
"133039","against the grain","of",4
"67013","against the kansas","city",6
"73356","against the law","for",5
"21814","against the los","angeles",11
"93166","against the miami","heat",5
"41737","against the minnesota","twins",8
"75669","against the nashville","predators",5
"15385","against the new","york",14
"134707","against the orioles","in",4
"104972","against the phoenix","coyotes",4
"46031","against the red","sox",7
"98546","against the san","diego",4
"107998","against the side","of",4
"111727","against the tampa","bay",4
"89040","against the team","that",5
"90367","against the united","states",5
"76753","against the university","of",5
"38053","against the wall","and",8
"75851","against the white","sox",5
"107872","against the will","of",4
"54783","against the year","old",6
"107508","age related macular","degeneration",4
"50323","agencies such as","the",7
"15395","agent in charge","of",14
"122327","ages and younger","and",4
"66547","ages free ages","and",6
"95273","ages of and","who",5
"121717","aggravated assault with","a",4
"141109","ago a friend","of",4
"47016","ago according to","the",7
"127923","ago and decided","to",4
"69004","ago and have","been",6
"119677","ago and he","has",4
"53723","ago and i","was",6
"91023","ago and it","s",5
"132412","ago from a","base",4
"35870","ago i decided","to",8
"30538","ago i was","in",9
"60164","ago i went","to",6
"30024","ago i would","have",9
"118057","ago i wrote","a",4
"102892","ago one of","the",4
"121662","ago that it","was",4
"10418","ago when i","was",18
"97997","ago when it","was",4
"130076","ago when they","were",4
"110674","agree on is","that",4
"62843","agree or disagree","with",6
"123721","agree that this","is",4
"95435","agree with all","of",5
"67379","agree with him","that",6
"97819","agree with you","on",4
"123366","agreed it was","a",4
"36680","agreed that it","was",8
"78069","agreed to a","deal",5
"113630","agreed to cooperate","with",4
"135817","agreed to give","the",4
"82226","agreed to go","to",5
"87085","agreed to pay","a",5
"25717","agreed to terms","with",10
"109444","agreed with me","that",4
"130228","agreement could not","be",4
"116525","agreement has been","reached",4
"72854","agreement on a","new",5
"97620","agreement on how","to",4
"66228","agreement with the","state",6
"76716","agriculture administrative department","of",5
"137784","ahead and affirm","that",4
"136631","ahead in the","count",4
"71966","ahead of his","time",5
"27952","ahead of its","time",10
"61159","ahead of me","and",6
"44495","ahead of the","curve",7
"27617","ahead of time","and",10
"73982","ahead run in","the",5
"106533","aim is to","make",4
"74903","air and space","museum",5
"37609","air force base","in",8
"132395","air line pilots","association",4
"122476","air traffic control","and",4
"114167","aired on qatar","tv",4
"119919","airport to pick","up",4
"106357","airtight container at","room",4
"110868","airtight container in","the",4
"105814","al challenge ne","verrá",4
"44515","al qaeda in","the",7
"117412","al qaeda leader","osama",4
"96546","al qaida linked","militants",4
"57230","al qaradhawi which","aired",6
"107465","alabama running back","trent",4
"106362","alarm didn't go","off",4
"111295","album hot sauce","committee",4
"19284","album of the","year",12
"72686","albums of all","time",5
"41326","alcohol clin exp","res",8
"55550","alcohol health res","world",6
"144637","alcohol may have","been",4
"31004","alcohol tobacco firearms","and",9
"96103","aldridge led the","blazers",5
"140568","alex and i","are",4
"133021","alex pietrangelo who","was",4
"48731","alexander radulov and","andrei",7
"29576","alive and well","in",9
"136886","all a bunch","of",4
"106091","all a great","day",4
"129469","all a happy","new",4
"122646","all a matter","of",4
"37577","all a part","of",8
"125705","all a very","happy",4
"111902","all about how","you",4
"76084","all about it","on",5
"110853","all about mexican","pride",4
"73241","all about the","music",5
"94212","all about trying","to",5
"31784","all across the","country",9
"65426","all adds up","to",6
"118696","all along the","way",4
"102326","all and we","are",4
"74684","all are having","a",5
"118745","all are the","best",4
"6199","all around the","world",24
"16391","all aspects of","the",14
"56433","all at once","and",6
"3708","all at the","same",33
"103479","all be over","soon",4
"64253","all been waiting","for",6
"55758","all bets are","off",6
"31335","all boils down","to",9
"43824","all but a","few",7
"120905","all but given","up",4
"96944","all but i","just",4
"9036","all but one","of",20
"55873","all but the","most",6
"51980","all but two","of",7
"83671","all came to","a",5
"71090","all come together","and",5
"8458","all comes down","to",20
"36815","all corners of","the",8
"144453","all day all","night",4
"23338","all day and","night",11
"10208","all day every","day",18
"13760","all day long","and",15
"112973","all day on","a",4
"62356","all depends on","the",6
"112383","all doing well","and",4
"125628","all down with","a",4
"74450","all dressed up","in",5
"86212","all due respect","to",5
"143728","all entries will","be",4
"130491","all expense paid","trip",4
"51085","all eyes are","on",7
"134568","all eyes were","on",4
"100739","all for the","kids",4
"29303","all four of","the",9
"49710","all fun and","games",7
"124934","all goes according","to",4
"144865","all going to","be",4
"19089","all had a","great",12
"5866","all have a","great",25
"69831","all have in","common",5
"18076","all have the","same",13
"97840","all have to","make",4
"54359","all having a","wonderful",6
"81020","all he could","do",5
"44231","all he had","to",7
"56057","all he wants","to",6
"119474","all honesty i","think",4
