"","Key","Value","freq"
"3397","committed","to",393
"17814","committee","on",92
"156034","committees","and",10
"52952","committing","to",32
"102746","commodity","prices",16
"7719","common","sense",196
"40237","commonly","used",42
"203856","commons","on",8
"98782","commonwealth","act",17
"236423","communal","table",7
"251319","commune","with",6
"17790","communicate","with",93
"167161","communicated","to",10
"255725","communicates","with",6
"43534","communicating","with",39
"36261","communication","and",46
"51421","communications","director",33
"134960","communion","with",12
"263285","communism","and",6
"32424","communist","party",52
"20225","communities","and",82
"5403","community","and",267
"76755","commute","to",22
"98879","commuter","rail",17
"239513","commuters","to",7
"193656","commuting","to",8
"61497","compact","car",27
"8263","companies","that",185
"98686","companion","and",17
"173375","companions","and",9
"6376","company","that",231
"71050","company's","stock",24
"34561","comparable","to",49
"44443","compare","to",38
"1894","compared","to",641
"70917","compares","to",24
"51561","comparing","the",33
"23177","comparison","to",72
"71755","comparisons","to",23
"133097","compass","and",12
"37241","compassion","and",45
"76832","compassionate","and",22
"68504","compatible","with",25
"20630","compelled","to",81
"85619","compelling","and",20
"139638","compendium","of",12
"35927","compensate","for",47
"179733","compensated","for",9
"268432","compensating","for",6
"37152","compensation","for",45
"12178","compete","with",131
"36243","competed","in",46
"279014","competence","and",6
"132614","competent","and",12
"32420","competing","for",52
"24642","competition","for",68
"108384","competitions","and",15
"74158","competitive","in",23
"226451","competitiveness","and",7
"232969","competitor","to",7
"135632","competitors","in",12
"66441","compilation","of",25
"135010","compile","a",12
"28905","compiled","by",58
"106644","compiling","a",16
"12944","complain","about",124
"22829","complained","that",73
"19868","complaining","about",83
"119985","complains","about",14
"65871","complaint","about",26
"25109","complaints","about",67
"86865","complement","the",19
"104823","complemented","by",16
"186159","complements","the",9
"7167","complete","with",210
"23478","completed","the",71
"8701","completely","different",177
"108219","completes","the",15
"38426","completing","the",44
"29207","completion","of",57
"16803","complex","and",98
"251725","complexes","and",6
"93465","complexities","of",18
"41487","complexity","of",41
"30959","compliance","with",54
"194798","compliant","with",8
"143624","complicate","the",11
"52776","complicated","and",32
"278535","complicates","the",6
"256463","complicating","the",6
"97196","complications","from",17
"181694","complicit","in",9
"176090","complicity","in",9
"111261","complied","with",15
"241051","complies","with",7
"95270","compliment","the",17
"157025","complimented","by",10
"149439","compliments","of",11
"16351","comply","with",100
"72025","complying","with",23
"18027","component","of",91
"33966","components","of",49
"232795","compose","a",7
"23769","composed","of",70
"132402","composer","and",12
"79754","composite","index",21
"70316","composition","of",24
"155841","compost","pile",10
"160386","composure","and",10
"104346","compound","in",16
"87548","compounded","by",19
"258216","compounds","that",6
"85000","comprehend","the",20
"201040","comprehension","of",8
"98372","comprehensive","plan",17
"176684","comprise","the",9
"32577","comprised","of",52
"89407","compromise","on",19
"110906","compromised","by",15
"153947","compulsion","to",11
"19967","computer","and",83
"30343","computers","and",55
"250289","comrades","in",6
"209664","con","man",8
"140993","conan","doyle",12
"199877","conceal","the",8
"120494","concealed","weapons",14
"82982","concede","that",20
"79769","conceded","that",21
"233040","concedes","that",7
"259123","conceive","of",6
"174719","conceived","in",9
"13116","concentrate","on",122
"73856","concentrated","in",23
"132968","concentrates","on",12
"36562","concentrating","on",46
"60378","concentration","of",28
"186824","concentrations","of",9
"263749","concentric","circles",6
"6312","concept","of",234
"87183","conception","of",19
"78400","concepts","of",21
"21878","concern","about",76
"4027","concerned","about",344
"24564","concerning","the",68
"7412","concerns","about",203
"29204","concert","in",57
"86089","concerted","effort",19
"161488","concerto","in",10
"54063","concerts","in",31
"115428","concession","stand",14
"140134","concessions","to",12
"222446","concise","and",7
"35989","conclude","that",47
"11477","concluded","that",139
"103134","concludes","that",16
"111234","concluding","that",15
"21236","conclusion","that",78
"130132","conclusions","from",13
"138152","concoction","of",12
"226372","concord","crush",7
"63670","concrete","and",26
"179054","concurrent","with",9
"119953","concussion","and",14
"171998","concussions","and",9
"201637","condé","nast",8
"97188","condemn","the",17
"124877","condemnation","of",13
"61358","condemned","the",27
"184435","condemning","the",9
"45523","condensed","milk",37
"274421","condescending","and",6
"12642","condition","of",127
"227961","conditional","veto",7
"146805","conditioned","to",11
"98528","conditioning","and",17
"25383","conditions","and",66
"127506","condo","in",13
"147339","condoleezza","rice",11
"57706","condolences","to",29
"236242","condominium","complex",7
"156388","condoms","and",10
"241961","condos","in",7
"47878","conducive","to",35
"28236","conduct","a",59
"23146","conducted","by",72
"63096","conducting","a",27
"211565","conductor","of",8
"211395","conducts","the",8
"124789","conduit","for",13
"270015","cone","of",6
"268965","cones","and",6
"64115","coney","island",26
"217630","confectioner's","sugar",7
"166167","confectioners","sugar",10
"110048","confectioners'","sugar",15
"262313","confederate","army",6
"9647","conference","in",162
"71220","conferences","and",24
"66845","confess","that",25
"49541","confessed","to",34
"222898","confesses","that",7
"109050","confession","i",15
"97356","confessions","of",17
"240997","confide","in",7
"186012","confided","in",9
"8377","confidence","in",183
"12932","confident","that",124
"192901","confidential","informant",8
"281946","configuration","of",6
"26754","confined","to",63
"42189","confines","of",40
"32175","confirm","that",52
"69445","confirmation","of",24
"15389","confirmed","that",106
"85732","confirming","that",20
"78024","confirms","that",22
"203269","confit","and",8
"24517","conflict","of",68
"278836","conflicted","about",6
"263353","conflicting","interests",6
"69957","conflicts","with",24
"108731","confluence","of",15
"50561","conform","to",33
"156712","conformed","to",10
"176893","conforming","to",9
"238530","conforms","to",7
"48752","confront","the",35
"66023","confrontation","with",26
"54266","confronted","with",31
"205146","confronting","the",8
"101751","confuse","the",16
"24448","confused","and",68
"172281","confuses","me",9
"60366","confusing","and",28
"34991","confusion","and",48
"109151","congestion","and",15
"102451","congestive","heart",16
"4746","congrats","to",299
"9674","congratulations","to",162
"111810","congregation","for",15
"154802","congregational","church",10
"19196","congress","and",86
"23103","congressional","district",72
"208050","congressman","who",8
"20138","conjunction","with",82
"92344","conjure","up",18
"168935","conjured","up",10
"98590","conjures","up",17
"244769","conklin","said",6
"8268","connect","with",185
"6712","connected","to",222
"92045","connecticut","and",18
"35088","connecting","with",48
"7689","connection","with",197
"42591","connections","to",40
"163898","connective","tissue",10
"241656","connectivity","and",7
"85374","connects","the",20
"185917","conner","said",9
"252320","connick","jr",6
"181741","connor","said",9
"216181","connotations","of",7
"112988","conquer","the",15
"111466","conquered","the",15
"218361","conquering","the",7
"176696","conquest","of",9
"88669","cons","of",19
"99833","conscience","and",17
"35587","conscious","of",47
"220489","consciously","and",7
"61480","consciousness","of",27
"49006","consecutive","games",35
"109065","consensus","on",15
"56258","consent","agreement",30
"195223","consented","to",8
"30379","consequence","of",55
"14211","consequences","of",114
"167719","consequently","the",10
"81956","conservation","and",20
"203362","conservatism","and",8
"59252","conservative","and",28
"88755","conservatives","and",19
"202687","conserve","energy",8
"6202","consider","the",237
"232306","considerable","amount",7
"92138","considerably","more",18
"42476","consideration","of",40
"255896","considerations","of",6
"6803","considered","a",220
"9715","considering","the",161
"47770","considers","the",35
"108788","consigned","to",15
"24531","consist","of",68
"16584","consisted","of",99
"50244","consistency","of",34
"13509","consistent","with",119
"183936","consistently","and",9
"22914","consisting","of",73
"8980","consists","of",172
"248831","consol","energy",6
"231255","consolation","prize",7
"189359","console","and",8
"154286","consolidated","volume",11
"129138","consolidation","of",13
"125872","consortium","of",13
"24809","conspiracy","to",67
"197238","conspire","to",8
"105623","conspired","to",16
"69879","conspiring","to",24
"170440","constant","and",9
"83973","constantly","on",20
"225144","constellation","energy",7
"241406","constituents","and",7
"66657","constitute","a",25
"82330","constitutes","a",20
"45810","constitution","and",37
"31255","constitutional","amendment",54
"74176","constitutionality","of",23
"180836","constrained","by",9
"119931","constraints","of",14
"58420","construct","a",29
"106364","constructed","of",16
"149101","constructing","a",11
"9112","construction","of",170
"137085","constructive","criticism",12
"177368","construed","as",9
"124808","consulate","in",13
"59312","consult","with",28
"63019","consultant","for",27
"150815","consultants","and",11
"87813","consultation","with",19
"202809","consultations","with",8
"152969","consulted","with",11
"25752","consulting","firm",65
"82809","consume","the",20
"42968","consumed","by",39
"42619","consumer","spending",40
"262066","consumerism","and",6
"25986","consumers","are",64
"91515","consuming","and",18
"248145","consummate","professional",6
"39379","consumption","of",43
"4229","contact","with",331
"37028","contacted","by",46
"119173","contacting","the",14
"93992","contacts","and",18
"49454","contain","the",34
"30474","contained","in",55
"53826","container","of",31
"136398","containers","and",12
"54307","containing","the",31
"190330","containment","vessel",8
"34771","contains","a",48
"113535","contaminated","with",15
"225772","contamination","of",7
"102407","contemplate","the",16
"115231","contemplating","a",14
"150114","contemplation","of",11
"23279","contemporary","art",72
"92212","contempt","for",18
"48519","contend","with",35
"83091","contended","that",20
"84984","contender","for",20
"118061","contenders","for",14
"213855","contending","that",7
"83037","contends","that",20
"19823","content","to",84
"85753","contention","that",20
"187692","contentment","and",9
"26569","contents","of",63
"35941","contest","to",47
"232129","contestant","on",7
"224679","contested","in",7
"112248","contests","and",15
"12016","context","of",133
"154551","continent","of",11
"100513","continental","airlines",17
"165378","contingency","plan",10
"93635","contingent","of",18
"41642","continuation","of",41
"634","continue","to",1536
"2984","continued","to",435
"2066","continues","to",595
"8813","continuing","to",175
"171112","continuity","and",9
"197791","continuously","for",8
"265617","continuum","of",6
"155131","contours","of",10
"81723","contra","costa",21
"220216","contraception","to",7
"271817","contraceptives","and",6
"11221","contract","with",141
"199897","contracted","with",8
"220160","contracting","out",7
"223938","contraction","of",7
"211986","contractions","were",8
"169828","contractor","and",10
"81154","contractors","and",21
"31342","contracts","with",54
"225851","contradiction","in",7
"14773","contrary","to",110
"15872","contrast","to",103
"109513","contrasted","with",15
"224686","contrasts","with",7
"8410","contribute","to",182
"3612","contributed","to",376
"50928","contributes","to",33
"19709","contributing","to",84
"16453","contribution","to",99
"16861","contributions","to",97
"47084","contributor","to",36
"113181","contributors","to",15
"3277","control","of",404
"16808","controlled","by",98
"206061","controller","and",8
"53307","controlling","the",32
"65690","controls","the",26
"182719","controversial","new",9
"66583","controversy","over",25
"244360","convened","by",6
"42423","convenience","store",40
"59495","convenient","for",28
"139524","conveniently","located",12
"13329","convention","center",120
"56383","conventional","wisdom",30
"115076","conventions","and",14
"234129","converge","on",7
"195611","converged","on",8
"8653","conversation","with",178
"16129","conversations","with",101
"213822","converse","with",7
"206821","conversely","the",8
"136092","conversing","with",12
"126139","conversion","of",13
"67238","convert","the",25
"37706","converted","to",45
"166716","converting","the",10
"129287","converts","to",13
"73658","convey","the",23
"222021","conveyed","to",7
"124502","conveyor","belt",13
"133343","conveys","the",12
"10681","convicted","of",148
"62994","conviction","and",27
"149738","convictions","for",11
"30506","convince","the",55
"10450","convinced","that",151
"242618","convincing","the",6
"120901","convo","with",14
"127155","conway","south",13
"9672","cook","for",162
"265828","cook's","notes",6
"136164","cookbook","and",12
"146199","cookbooks","and",11
"249556","cooke","said",6
"37536","cooked","through",45
"210465","cooker","and",8
"39924","cookie","sheet",42
"21944","cookies","and",76
"20612","cooking","and",81
"220927","cooks","and",7
"9814","cool","and",159
"180246","cooled","down",9
"64194","cooler","than",26
"197691","coolers","and",8
"142351","coolest","thing",11
"104866","cooling","system",16
"279422","coop","and",6
"129706","cooped","up",13
"99211","cooper","and",17
"42247","cooperate","with",40
"103459","cooperated","with",16
"43174","cooperating","with",39
"48930","cooperation","with",35
"227302","cooperative","and",7
"107308","coordinate","with",15
"175282","coordinated","with",9
"220269","coordinates","the",7
"176917","coordination","and",9
"37445","coordinator","for",45
"77748","coors","field",22
"164320","coos","bay",10
"94916","cop","out",18
"12139","cope","with",132
"270163","coped","with",6
"196167","copeland","said",8
"34196","copic","markers",49
"101306","copics","and",16
"223651","copied","and",7
"7960","copies","of",191
"43772","coping","with",39
"96639","copious","amounts",17
"222645","copley","township",7
"158042","copper","and",10
"65750","cops","and",26
"2882","copy","of",447
"163804","copying","the",10
"69279","copyright","infringement",24
"272794","coq","au",6
"92050","cor","jesu",18
"184659","coral","gables",9
"180580","cord","and",9
"150613","cordoned","off",11
"185523","cordray","said",9
"157228","cords","are",10
"275845","cordy","glenn",6
"17624","core","of",93
"156833","cored","and",10
"204872","corey","hart",8
"73096","coriander","and",23
"214403","cork","and",7
"168423","corkage","fee",10
"31309","corn","syrup",54
"45778","corned","beef",37
"149230","cornell","university",11
"3190","corner","of",414
"140271","cornerback","morris",12
"26423","corners","of",63
"94778","cornerstone","of",18
"275191","cornerstones","of",6
"259692","cornstarch","and",6
"156894","cornucopia","of",10
"153295","corona","del",11
"192780","coronary","arteries",8
"215011","coronation","street",7
"61663","coroner's","office",27
"57409","corporate","tax",29
"108090","corporation","that",15
"37656","corporations","and",45
"43712","corps","of",39
"145183","corpse","of",11
"216789","corpses","and",7
"136546","corpus","christi",12
"59116","correct","the",29
"218297","corrected","the",7
"123612","correctional","facility",13
"85900","corrections","agencies",19
"88099","correctly","and",19
"266527","correctness","and",6
"189031","correlated","to",8
"273671","correlates","to",6
"47692","correlation","between",35
"90286","correspond","to",18
"227288","correspondence","with",7
"104798","correspondent","for",16
"234335","correspondents","dinner",7
"129177","corresponding","to",13
"154953","corresponds","to",10
"119479","corridor","and",14
"158995","corridors","of",10
"170840","corrugated","metal",9
"76449","corrupt","and",22
"27594","corruption","and",61
"39915","cory","booker",42
"228006","corzine","s",7
"110640","cos","i",15
"241787","cosmetics","and",7
"191286","cosmo","cricket",8
"1706","cost","of",700
"40745","costa","rica",42
"203653","costco","and",8
"83164","costing","the",20
"90153","costly","and",19
"10278","costs","of",153
"82934","costume","and",20
"48004","costumes","and",35
"222648","coterie","of",7
"72042","cottage","cheese",23
"90231","cotton","candy",19
"31384","couch","and",53
"237358","couched","in",7
"193418","couches","and",8
"75649","cough","cough",22
"263345","coughed","up",6
"186336","coughing","up",9
"95591","coughlin","said",17
"250470","coughs","and",6
"244","could","be",3058
"62655","could've","been",27
"241976","coulda","been",7
"1024","couldn","t",1076
"9301","couldn't","be",167
"282109","coulson","s",6
"8887","council","members",174
"239172","councillors","and",7
"220548","councilman","mike",7
"148086","councils","and",11
"90487","counsel","to",18
"66566","counseling","and",25
"225711","counselling","and",7
"280673","counselor","and",6
"197134","counselors","and",8
"12118","count","on",132
"59831","countdown","to",28
"63089","counted","on",27
"59191","counter","and",29
"206909","counteract","the",8
"88311","countered","that",19
"228646","counterpart","to",7
"93492","counterparts","in",18
"138222","counterpoint","to",12
"201083","counters","and",8
"47312","counties","in",36
"28514","counting","on",59
"68408","countless","times",25
"21695","countries","and",77
"4159","country","and",336
"93780","country's","largest",18
"138640","countryside","and",12
"7640","counts","of",198
"7992","county","and",191
"166688","county's","chief",10
"141647","coup","there",12
"333","couple","of",2430
"17169","coupled","with",96
"66925","couples","who",25
"42213","coupon","code",40
"82202","coupons","and",20
"14552","courage","to",111
"197851","courageous","and",8
"243288","courier","post",6
"3088","course","of",425
"49417","courses","and",34
"179990","coursing","through",9
"6112","court","in",240
"117043","court's","decision",14
"245553","courteous","and",6
"9327","courtesy","of",167
"99995","courthouse","in",17
"141263","courtney","upshaw",12
"118526","courtroom","and",14
"41682","courts","and",41
"183777","courtyard","and",9
"67557","cousin","of",25
"83034","cousins","and",20
"221586","covenant","with",7
"140219","covent","garden",12
"5291","cover","the",272
"13591","coverage","of",118
"6302","covered","in",234
"16939","covering","the",97
"24176","covers","the",69
"118155","cow","and",14
"109163","cow's","milk",15
"62716","cowboy","boots",27
"98319","cowboys","and",17
"221198","coworkers","and",7
"152509","cows","and",11
"202211","coyotes","are",8
"207973","coz","i",8
"150750","cozy","and",11
"256768","cpr","and",6
"255734","cps","and",6
"225415","cr","v",7
"244081","crème","fraîche",6
"56491","crab","cakes",30
"242171","crabs","in",7
"58508","crack","down",29
"55607","crackdown","on",30
"73630","cracked","up",23
"124039","cracker","barrel",13
"73879","crackers","and",23
"102368","cracking","me",16
"257010","crackle","paint",6
"63859","cracks","in",26
"13313","craft","beer",121
"114417","crafted","by",14
"96040","crafting","and",17
"44256","crafts","and",38
"237354","crafty","and",7
"116622","craig","and",14
"257927","craig's","list",6
"260205","cram","in",6
"108662","crammed","into",15
"203538","cramped","and",8
"97843","cranberries","and",17
"76825","cranberry","sauce",22
"164980","crank","out",10
"143928","cranked","up",11
"181170","cranking","out",9
"162391","cranky","and",10
"225569","crappie","are",7
"213173","crappy","day",7
"45239","crash","and",37
"34995","crashed","into",48
"113622","crashes","and",15
"74660","crashing","into",23
"135161","crate","and",12
"217632","crave","the",7
"42398","craving","for",40
"221794","cravings","for",7
"56850","crawford","said",30
"143721","crawl","into",11
"147305","crawled","into",11
"133496","crawling","around",12
"195099","cray","cray",8
"117751","crayons","and",14
"191699","crazier","than",8
"266457","craziest","thing",6
"253317","craziness","of",6
"21359","crazy","and",78
"8654","cream","and",178
"217308","creaminess","and",7
"133678","creams","and",12
"62833","creamy","and",27
"212807","crease","and",7
"1372","create","a",837
"3573","created","a",379
"11275","creates","a",141
"3972","creating","a",348
"9392","creation","of",166
"68816","creations","and",24
"18298","creative","and",90
"25567","creativity","and",65
"20397","creator","of",81
"85412","creators","of",20
"88615","creature","that",19
"67120","creatures","and",25
"155026","credence","to",10
"183412","credentials","and",9
"74317","credibility","of",23
"5771","credit","card",253
"31218","credited","with",54
"160885","creditors","and",10
"57025","credits","and",30
"240177","creedence","clearwater",7
"49323","creek","and",34
"166215","creep","up",10
"92520","creeped","out",18
"82527","creeping","up",20
"241796","creeps","in",7
"134905","creepy","and",12
"85903","creme","fraiche",19
"206802","crepe","paper",8
"200475","crepes","and",8
"171692","crept","up",9
"160779","crescent","moon",10
"124014","crest","of",13
"118359","crested","butte",14
"46266","creve","coeur",37
"36438","crew","members",46
"66213","crews","are",25
"92950","crib","and",18
"207188","cricket","updates",8
"75922","cricut","cartridge",22
"48947","cried","when",35
"105927","cries","out",16
"16180","crime","and",101
"207627","crimean","war",8
"39711","crimes","and",43
"17489","criminal","justice",94
"149200","criminals","and",11
"137157","crimson","tide",12
"236160","cringe","when",7
"239191","crippled","by",7
"253257","crises","of",6
"23963","crisis","and",70
"36667","crisp","and",46
"100167","crispy","and",17
"216883","criss","cross",7
"249337","crisscross","the",6
"181435","crissy","field",9
"269148","cristiano","ronaldo",6
"44235","criteria","for",38
"282169","criterion","referenced",6
"40370","critic","of",42
"20505","critical","to",81
"93557","critically","acclaimed",18
"257960","criticise","the",6
"276526","criticised","for",6
"16605","criticism","of",99
"119760","criticisms","of",14
"82271","criticize","the",20
"26877","criticized","the",62
"74001","criticizing","the",23
"30201","critics","of",56
"59885","critique","of",28
"257962","critiques","of",6
"282088","critters","and",6
"200773","crochet","in",8
"47110","crock","pot",36
"184526","crocker","park",9
"235811","croix","river",7
"253760","cronenberg","s",6
"162601","cronin","said",10
"38006","crop","of",44
"167517","cropped","up",10
"78635","crops","and",21
"193980","crosby","and",8
"12001","cross","country",133
"16137","crossed","the",101
"92990","crosses","the",18
"20184","crossing","the",82
"140211","crossroads","and",12
"212757","crossword","puzzle",7
"96448","crow","s",17
"9797","crowd","of",160
"79573","crowded","with",21
"244541","crowding","out",6
"77956","crowds","of",22
"48171","crown","of",35
"250908","crowne","plaza",6
"181299","crowned","with",9
"275658","crowns","of",6
"29392","crucial","to",57
"79248","cruciate","ligament",21
"238318","crucify","him",7
"49361","crude","oil",34
"47625","cruel","and",36
"111558","cruelty","and",15
"42773","cruise","ship",40
"175064","cruised","to",9
"177947","cruising","the",9
"94420","crumb","cake",18
"87189","crumbs","and",19
"96115","crump","said",17
"119309","crunch","of",14
"146595","crunchy","and",11
"26236","crush","on",64
"96129","crushed","by",17
"275656","crushes","on",6
"208431","crushing","the",8
"92724","crust","and",18
"173233","crusty","bread",9
"200700","crutches","and",8
"71653","crux","of",23
"76864","cruz","and",22
"38248","cry","for",44
"198125","cryan","d",8
"26263","crying","and",64
"46954","crystal","clear",36
"213656","crystals","and",7
"128947","cs","and",13
"274780","csi","miami",6
"93974","ct","scan",18
"274541","cub","scouts",6
"171139","cuba","s",9
"215982","cuban","people",7
"245645","cube","and",6
"124730","cubes","and",13
"53267","cubic","feet",32
"123247","cubs","game",13
"268483","cuckoo's","nest",6
"108320","cucumber","and",15
"217722","cucumbers","and",7
"111394","cuddle","with",15
"213308","cuddling","up",7
"91265","cue","the",18
"108600","cues","from",15
"92535","cuisine","and",18
"74871","cul","de",22
"112253","culinary","arts",15
"104375","culled","from",16
"270162","culminate","with",6
"104717","culminated","in",16
"262810","culminates","in",6
"63286","culminating","in",27
"41257","culmination","of",41
"62037","cult","of",27
"242098","cultivating","a",7
"218148","cultivation","of",7
"32224","cultural","and",52
"241056","culturally","and",7
"9786","culture","and",160
"254523","cultured","buttermilk",6
"39909","cultures","and",42
"109353","culver","city",15
"34978","cumberland","county",48
"149179","cumin","seeds",11
"177239","cummings","said",9
"130378","cunningham","said",13
"177124","cuomo","s",9
"2612","cup","of",484
"192395","cupboard","and",8
"186854","cupcake","and",9
"61035","cupcakes","and",28
"223172","cupertino","calif",7
"256456","cuppa","and",6
"11632","cups","of",137
"233358","curated","by",7
"73561","curator","of",23
"118107","curb","the",14
"224068","curbs","on",7
"233938","curd","and",7
"28955","cure","for",58
"233738","cures","for",7
"96524","curiosity","and",17
"21399","curious","about",78
"59059","curl","up",29
"49374","curled","up",34
"183592","curley","and",9
"132919","curling","iron",12
"77706","curly","hair",22
"155044","currency","of",10
"25269","current","and",66
"16967","currently","in",97
"188814","currents","and",8
"212633","curricular","activities",7
"77830","curriculum","and",22
"88576","curry","powder",19
"84709","curse","of",20
"191260","cursed","with",8
"129949","curtain","and",13
"151750","curtains","and",11
"106932","curtis","and",15
"149604","curve","and",11
"141100","curves","and",12
"137683","cus","i",12
"250882","cushion","to",6
"197850","cushions","and",8
"81362","cusp","of",21
"266247","cuss","words",6
"154968","custard","and",10
"34277","custody","of",49
"58928","custom","made",29
"8073","customer","service",189
"18096","customers","and",91
"265514","customize","their",6
"239243","customized","to",7
"68716","customs","and",25
"3618","cut","the",375
"255571","cutbacks","in",6
"13819","cute","and",117
"134824","cuter","than",12
"66962","cutest","thing",25
"243299","cutie","pie",6
"267495","cutler","was",6
"14246","cuts","to",113
"205809","cutter","and",8
"193549","cutters","and",8
"20341","cutting","edge",82
"174254","cuttlebug","embossing",9
"5215","cuyahoga","county",275
"12897","cuz","i",124
"177602","cvs","caremark",9
"46809","cy","young",36
"100625","cyber","bullying",16
"21710","cycle","of",77
"113292","cycles","of",15
"157435","cycling","and",10
"242758","cylinder","engines",6
"192493","cyndi","lauper",8
"138739","cynical","and",12
"189436","cynicism","and",8
"180756","cypress","trees",9
"104374","cystic","fibrosis",16
"52982","czech","republic",32
"4744","d","like",299
"32274","da","vinci",52
"237219","décor","is",7
"222064","déjà","vu",7
"187378","dab","of",9
"231370","dabble","in",7
"165315","dabbled","in",10
"162810","dabbling","in",10
"13069","dad","and",123
"56374","daddy","and",30
"148096","dade","county",11
"149255","dads","and",11
"142127","daft","punk",11
"239150","dah","dah",7
"257608","daikon","and",6
"13065","daily","basis",123
"63497","dairy","products",27
"227216","daisies","and",7
"222410","daisy","carnival",7
"100359","dakota","and",17
"271034","dal","and",6
"46327","dalai","lama",37
"105342","dale","sveum",16
"55276","dallas","cowboys",31
"145880","daly","city",11
"137443","dam","and",12
"10373","damage","to",152
"59220","damaged","by",28
"68711","damages","and",25
"112100","damaging","winds",15
"151717","dame","and",11
"65849","damned","if",26
"143211","damon","is",11
"131698","damp","and",12
"209492","dampen","the",8
"99352","damper","on",17
"248241","dams","and",6
"190510","damsel","in",8
"71023","dan","and",24
"120746","dana","point",14
"17629","dance","and",93
"97279","danced","with",17
"118631","dancer","and",14
"95347","dancers","and",17
"132542","dances","and",12
"23992","dancing","with",70
"264295","dane","county",6
"109928","dang","it",15
"14484","danger","of",112
"35984","dangerous","and",47
"111595","dangerously","close",15
"20399","dangers","of",81
"153821","dangling","from",11
"71194","daniel","bryan",24
"212848","danielle","and",7
"123933","daniels","said",13
"198224","danilo","gallinari",8
"92801","danny","and",18
"248402","danso","said",6
"277073","dar","es",6
"133611","dardenne","prairie",12
"29158","dare","to",58
"54573","dared","to",31
"110821","dares","to",15
"113257","daring","to",15
"275529","darius","johnson",6
"9307","dark","and",167
"95888","darker","than",17
"137808","darkest","hour",12
"55803","darkness","of",30
"152267","darling","of",11
"214812","darlington","nagbe",7
"62576","darn","good",27
"142451","darrell","issa",11
"269881","darren","sproles",6
"61351","darron","thomas",27
"273646","darryl","sutter",6
"87825","darth","vader",19
"184447","darwin","s",9
"28215","dash","of",59
"16166","data","from",101
"69800","database","of",24
"240462","dataran","merdeka",7
"12418","date","of",129
"180663","dated","and",9
"32132","dates","and",52
"245042","dathan","ritzenhein",6
"27750","dating","back",60
"146974","datuk","seri",11
"8817","daughter","and",175
"127177","daughter's","school",13
"47409","daughters","and",36
"198678","daunted","by",8
"99710","daunting","task",17
"46796","dave","and",36
"279194","davey","johnson",6
"28226","david","and",59
"170517","davidson","and",9
"210802","davies","and",8
"23230","davis","said",72
"100532","davy","jones",17
"224040","dawkins","and",7
"48040","dawn","of",35
"52124","dawned","on",32
"796","day","of",1309
"154164","day's","events",11
"166121","daycare","and",10
"245017","daydreaming","about",6
"60847","daylight","savings",28
"1592","days","of",736
"242202","days'","notice",7
"107639","dayton","said",15
"67240","daytona","beach",25
"103247","dazed","and",16
"257525","dazzle","the",6
"79898","dc","for",21
"125098","dcs","williams",13
"169711","dd","and",10
"10439","de","la",151
"143052","de'anthony","thomas",11
"11942","dead","and",134
"21039","deadline","for",79
"166976","deadlines","and",10
"79299","deadly","force",21
"93311","deaf","and",18
"913","deal","with",1164
"41432","dealer","reporter",41
"96147","dealers","and",17
"163734","dealership","in",10
"2137","dealing","with",577
"58180","dealings","with",29
"11133","deals","with",142
"8229","dealt","with",186
"27556","dean","of",61
"255468","dean's","list",6
"18044","dear","friend",91
"226394","dearborn","mich",7
"215549","dearest","friends",7
"228558","dearly","loved",7
"100137","dearth","of",17
"2566","death","of",492
"92456","deathly","hallows",18
"23641","deaths","of",71
"18464","debate","over",89
"211074","debated","and",8
"160151","debates","and",10
"115564","debating","the",14
"206648","debbie","and",8
"33008","debit","card",51
"135543","deboer","said",12
"211839","debris","and",8
"15119","debt","crisis",107
"113880","debts","and",14
"32400","debut","album",52
"91715","debuted","in",18
"247643","debuts","at",6
"96659","dec","th",17
"16124","decade","ago",101
"203955","decadent","and",8
"14373","decades","of",112
"108987","decatur","township",15
"229719","decay","and",7
"213422","deceased","wife",7
"228222","deceived","by",7
"19478","december","and",85
"228248","decency","to",7
"114656","decent","job",14
"96000","deception","and",17
"210696","deceptive","and",8
"210490","deceptively","simple",8
"4258","decide","to",329
"382","decided","to",2199
"8272","decides","to",185
"37906","deciding","to",45
"206207","decipher","the",8
"2183","decision","to",566
"26347","decisions","and",64
"257626","decisive","action",6
"49071","deck","and",34
"55517","decked","out",30
"213684","decks","of",7
"26089","declaration","of",64
"102774","declare","the",16
"31109","declared","that",54
"135751","declares","the",12
"65030","declaring","that",26
"12033","decline","in",133
"2402","declined","to",523
"105924","declines","in",16
"96317","declining","to",17
"202967","deco","style",8
"76697","decor","and",22
"67086","decorate","the",25
"28807","decorated","with",58
"88632","decorating","the",19
"152136","decorations","and",11
"215785","decorative","arts",7
"33621","decrease","in",50
"130871","decreased","by",13
"164743","decreases","in",10
"137635","decreasing","the",12
"262542","decried","the",6
"219822","decrying","the",7
"125476","dedicate","this",13
"5513","dedicated","to",262
"33309","dedication","to",50
"178877","deduct","the",9
"204688","deducted","from",8
"230376","deduction","for",7
"164427","deductions","for",10
"206259","dee","and",8
"121635","deeds","of",14
"75927","deemed","to",22
"12720","deep","in",126
"99383","deepak","chopra",17
"166553","deepen","the",10
"24041","deeper","into",69
"65014","deeply","and",26
"94398","deepwater","horizon",18
"113252","deer","and",15
"175037","def","need",9
"222165","defamation","league",7
